"id","sku","name","description","packaging","category_id","featured","status","images","created_at","updated_at"
"11","10043","File de Peixe Select","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Embalagem a vácuo 2kg","4","false","active","[""/produtos/10043.jpg""]","""2025-10-30T17:26:54.174Z""","""2025-10-30T20:54:20.596Z"""
"12","10044","Maminha Supreme","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Pacote família 2kg","6","false","active","[""/produtos/10044.jpg""]","""2025-10-30T17:26:54.250Z""","""2025-10-30T20:54:20.742Z"""
"13","10060","Alcatra Gold","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa com 5kg","2","false","active","[""/produtos/10060.jpg""]","""2025-10-30T17:26:54.324Z""","""2025-10-30T20:54:20.889Z"""
"14","10064","Salsicha","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Pacote 500g","5","false","active","[""/produtos/10064.jpg""]","""2025-10-30T17:26:54.400Z""","""2025-10-30T20:54:21.035Z"""
"15","10070","Linguiça Prime","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Pacote família 2kg","6","true","active","[""/produtos/10070.jpg""]","""2025-10-30T17:26:54.477Z""","""2025-10-30T20:54:21.182Z"""
"16","10071","Lula Especial","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Pacote família 2kg","6","false","active","[""/produtos/10071.jpg""]","""2025-10-30T17:26:54.553Z""","""2025-10-30T20:54:21.330Z"""
"17","10072","Blanquet Master","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Bandeja 250g","1","false","active","[""/produtos/10072.jpg""]","""2025-10-30T17:26:54.628Z""","""2025-10-30T20:54:21.477Z"""
"18","10073","Maminha Gold","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa com 5kg","2","false","active","[""/produtos/10073.jpg""]","""2025-10-30T17:26:54.702Z""","""2025-10-30T20:54:21.623Z"""
"19","10075","Hambúrguer Especial","Produto de origem controlada, garantindo máxima qualidade e procedência.","Caixa com 10kg","4","false","active","[""/produtos/10075.jpg""]","""2025-10-30T17:26:54.778Z""","""2025-10-30T20:54:21.769Z"""
"20","10134","Bacon Select","Produto premium para clientes exigentes que buscam qualidade superior.","Pacote família 2kg","5","false","active","[""/produtos/10134.jpg""]","""2025-10-30T17:26:54.854Z""","""2025-10-30T20:54:21.914Z"""
"21","10135","Espetinho Especial","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Embalagem individual","6","false","active","[""/produtos/10135.jpg""]","""2025-10-30T17:26:54.930Z""","""2025-10-30T20:54:22.061Z"""
"22","10140","Condimento Prime","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Caixa com 5kg","5","false","active","[""/produtos/10140.jpg""]","""2025-10-30T17:26:55.005Z""","""2025-10-30T20:54:22.208Z"""
"23","10143","Asa Master","Opção versátil que combina com diversos tipos de preparo culinário.","Embalagem individual","5","false","active","[""/produtos/10143.jpg""]","""2025-10-30T17:26:55.079Z""","""2025-10-30T20:54:22.355Z"""
"24","10150","Maminha Supreme","Produto premium para clientes exigentes que buscam qualidade superior.","Embalagem a vácuo 2kg","3","true","active","[""/produtos/10150.jpg""]","""2025-10-30T17:26:55.153Z""","""2025-10-30T20:54:22.502Z"""
"25","10155","Asa Prime","Produto de origem controlada, garantindo máxima qualidade e procedência.","Bandeja 500g","2","true","active","[""/produtos/10155.jpg""]","""2025-10-30T17:26:55.227Z""","""2025-10-30T20:54:22.651Z"""
"26","10168","Mortadela Select","Opção versátil que combina com diversos tipos de preparo culinário.","Embalagem individual","5","false","active","[""/produtos/10168.jpg""]","""2025-10-30T17:26:55.302Z""","""2025-10-30T20:54:22.799Z"""
"27","10169","Lombo Master","Opção versátil que combina com diversos tipos de preparo culinário.","Caixa com 5kg","3","true","active","[""/produtos/10169.jpg""]","""2025-10-30T17:26:55.377Z""","""2025-10-30T20:54:22.947Z"""
"28","10176","Queijo","Opção versátil que combina com diversos tipos de preparo culinário.","Caixa com 5kg","4","false","active","[""/produtos/10176.jpg""]","""2025-10-30T17:26:55.452Z""","""2025-10-30T20:54:23.093Z"""
"29","10182","Presunto Prime","Produto de origem controlada, garantindo máxima qualidade e procedência.","Embalagem individual","6","false","active","[""/produtos/10182.jpg""]","""2025-10-30T17:26:55.528Z""","""2025-10-30T20:54:23.239Z"""
"30","10198","Blanquet","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Caixa com 10kg","5","false","active","[""/produtos/10198.jpg""]","""2025-10-30T17:26:55.603Z""","""2025-10-30T20:54:23.386Z"""
"31","10199","Mortadela Gold","Produto premium para clientes exigentes que buscam qualidade superior.","Embalagem a vácuo 2kg","5","false","active","[""/produtos/10199.jpg""]","""2025-10-30T17:26:55.679Z""","""2025-10-30T20:54:23.533Z"""
"32","10200","Salsicha Prime","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Embalagem individual","6","false","active","[""/produtos/10200.jpg""]","""2025-10-30T17:26:55.753Z""","""2025-10-30T20:54:23.681Z"""
"33","10201","Alcatra Especial","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Caixa com 5kg","3","false","active","[""/produtos/10201.jpg""]","""2025-10-30T17:26:55.828Z""","""2025-10-30T20:55:27.468Z"""
"34","10202","Kafta","Produto de origem controlada, garantindo máxima qualidade e procedência.","Bandeja 250g","6","false","active","[""/produtos/10202.jpg""]","""2025-10-30T17:26:55.907Z""","""2025-10-30T20:54:29.827Z"""
"35","10205","File de Peixe Gold","Produto premium para clientes exigentes que buscam qualidade superior.","Bandeja 250g","4","false","active","[""/produtos/10205.jpg""]","""2025-10-30T17:26:55.988Z""","""2025-10-30T20:54:24.885Z"""
"36","10219","Tilápia Select","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Bandeja 500g","2","false","active","[""/produtos/10219.jpg""]","""2025-10-30T17:26:56.062Z""","""2025-10-30T20:54:25.032Z"""
"37","10223","Maminha Supreme","Excelente para revenda, com embalagem prática e durabilidade garantida.","Caixa com 20 unidades","5","false","active","[""/produtos/10223.jpg""]","""2025-10-30T17:26:56.136Z""","""2025-10-30T20:54:25.177Z"""
"38","10224","Alcatra Premium","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Caixa com 10kg","3","false","active","[""/produtos/10224.jpg""]","""2025-10-30T17:26:56.212Z""","""2025-10-30T20:54:25.325Z"""
"39","10230","Alcatra Prime","Produto de alta qualidade, ideal para churrasco e preparo de diversas receitas.","Bandeja 250g","1","false","active","[""/produtos/10230.jpg""]","""2025-10-30T17:26:56.287Z""","""2025-10-30T20:54:25.471Z"""
"40","10234","Cupim Prime","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Caixa com 5kg","5","false","active","[""/produtos/10234.jpg""]","""2025-10-30T17:26:56.362Z""","""2025-10-30T20:54:25.618Z"""
"41","10239","Almôndega Premium","Produto premium para clientes exigentes que buscam qualidade superior.","Embalagem individual","2","false","active","[""/produtos/10239.jpg""]","""2025-10-30T17:26:56.437Z""","""2025-10-30T20:54:25.767Z"""
"42","10242","Strogonoff Gold","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Embalagem a vácuo 2kg","5","false","active","[""/produtos/10242.jpg""]","""2025-10-30T17:26:56.512Z""","""2025-10-30T20:54:25.914Z"""
"43","10244","Lombo Select","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Saco plástico 3kg","2","true","active","[""/produtos/10244.jpg""]","""2025-10-30T17:26:56.587Z""","""2025-10-30T20:54:26.059Z"""
"44","10248","Lula Supreme","Opção versátil que combina com diversos tipos de preparo culinário.","Caixa com 20 unidades","2","false","active","[""/produtos/10248.jpg""]","""2025-10-30T17:26:56.662Z""","""2025-10-30T20:54:26.205Z"""
"45","10249","Kafta Master","Excelente para revenda, com embalagem prática e durabilidade garantida.","Caixa master 15kg","4","false","active","[""/produtos/10249.jpg""]","""2025-10-30T17:26:56.737Z""","""2025-10-30T20:54:26.348Z"""
"46","10250","Asa","Excelente opção para seu negócio, com ótimo custo-benefício.","Caixa master 15kg","6","false","active","[""/produtos/10250.jpg""]","""2025-10-30T17:26:56.814Z""","""2025-10-30T20:54:26.495Z"""
"47","10270","Fraldinha Select","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Caixa com 10kg","5","false","active","[""/produtos/10270.jpg""]","""2025-10-30T17:26:56.890Z""","""2025-10-30T20:54:26.641Z"""
"48","10278","Strogonoff Supreme","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Unidade 1kg","6","true","active","[""/produtos/10278.jpg""]","""2025-10-30T17:26:56.975Z""","""2025-10-30T20:54:26.789Z"""
"49","10280","Salmão Gold","Produto de origem controlada, garantindo máxima qualidade e procedência.","Caixa master 15kg","2","false","active","[""/produtos/10280.jpg""]","""2025-10-30T17:26:57.050Z""","""2025-10-30T20:54:26.937Z"""
"50","10304","Presunto","Opção versátil que combina com diversos tipos de preparo culinário.","Caixa com 20 unidades","4","false","active","[""/produtos/10304.jpg""]","""2025-10-30T17:26:57.125Z""","""2025-10-30T20:54:27.083Z"""
"51","10318","File de Peixe Premium","Produto de origem controlada, garantindo máxima qualidade e procedência.","Bandeja 1kg","5","false","active","[""/produtos/10318.jpg""]","""2025-10-30T17:26:57.200Z""","""2025-10-30T20:54:27.232Z"""
"52","10321","Strogonoff","Produto de origem controlada, garantindo máxima qualidade e procedência.","Caixa com 5kg","6","false","active","[""/produtos/10321.jpg""]","""2025-10-30T17:26:57.275Z""","""2025-10-30T20:54:27.377Z"""
"53","10323","Polvo Supreme","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Pacote família 2kg","1","false","active","[""/produtos/10323.jpg""]","""2025-10-30T17:26:57.351Z""","""2025-10-30T20:54:27.524Z"""
"54","10328","Hambúrguer Gold","Excelente para revenda, com embalagem prática e durabilidade garantida.","Caixa com 20 unidades","2","false","active","[""/produtos/10328.jpg""]","""2025-10-30T17:26:57.425Z""","""2025-10-30T20:54:27.671Z"""
"55","10330","Camarão Select","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Embalagem individual","2","false","active","[""/produtos/10330.jpg""]","""2025-10-30T17:26:57.500Z""","""2025-10-30T20:54:27.820Z"""
"56","10331","Contrafilé Gold","Produto premium para clientes exigentes que buscam qualidade superior.","Bandeja 1kg","4","false","active","[""/produtos/10331.jpg""]","""2025-10-30T17:26:57.576Z""","""2025-10-30T20:54:27.967Z"""
"57","10340","Salmão","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Bandeja 250g","6","false","active","[""/produtos/10340.jpg""]","""2025-10-30T17:26:57.650Z""","""2025-10-30T20:54:28.112Z"""
"58","10346","Salmão Select","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Pacote 500g","6","false","active","[""/produtos/10346.jpg""]","""2025-10-30T17:26:57.725Z""","""2025-10-30T20:54:28.257Z"""
"59","10354","Tempero Prime","Opção versátil que combina com diversos tipos de preparo culinário.","Pacote 500g","3","false","active","[""/produtos/10354.jpg""]","""2025-10-30T17:26:57.801Z""","""2025-10-30T20:54:28.401Z"""
"60","10372","Picanha Master","Excelente para revenda, com embalagem prática e durabilidade garantida.","Bandeja 250g","5","false","active","[""/produtos/10372.jpg""]","""2025-10-30T17:26:57.877Z""","""2025-10-30T20:54:28.546Z"""
"61","10374","Strogonoff Premium","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Saco plástico 3kg","1","false","active","[""/produtos/10374.jpg""]","""2025-10-30T17:26:57.954Z""","""2025-10-30T20:54:28.692Z"""
"62","10385","Salame Premium","Excelente opção para seu negócio, com ótimo custo-benefício.","Saco plástico 3kg","2","false","active","[""/produtos/10385.jpg""]","""2025-10-30T17:26:58.028Z""","""2025-10-30T20:54:28.838Z"""
"63","10386","Espetinho Gold","Excelente opção para seu negócio, com ótimo custo-benefício.","Unidade 1kg","6","false","active","[""/produtos/10386.jpg""]","""2025-10-30T17:26:58.104Z""","""2025-10-30T20:54:28.985Z"""
"64","10388","Queijo Especial","Excelente para revenda, com embalagem prática e durabilidade garantida.","Embalagem individual","6","false","active","[""/produtos/10388.jpg""]","""2025-10-30T17:26:58.178Z""","""2025-10-30T20:54:29.130Z"""
"65","10398","Costela Supreme","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Caixa com 20 unidades","3","false","active","[""/produtos/10398.jpg""]","""2025-10-30T17:26:58.253Z""","""2025-10-30T20:54:29.681Z"""
"66","10400","Salame Prime","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Bandeja 500g","4","false","active","[""/produtos/10400.jpg""]","""2025-10-30T17:26:58.328Z""","""2025-10-30T20:54:34.689Z"""
"67","10403","Salmão Select","Excelente para revenda, com embalagem prática e durabilidade garantida.","Bandeja 250g","1","false","active","[""/produtos/10403.jpg""]","""2025-10-30T17:26:58.404Z""","""2025-10-30T20:54:29.976Z"""
"68","10418","Kafta Gold","Excelente opção para seu negócio, com ótimo custo-benefício.","Embalagem a vácuo 2kg","6","false","active","[""/produtos/10418.jpg""]","""2025-10-30T17:26:58.479Z""","""2025-10-30T20:54:30.126Z"""
"69","10427","Picanha Gold","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Unidade 1kg","2","false","active","[""/produtos/10427.jpg""]","""2025-10-30T17:26:58.554Z""","""2025-10-30T20:54:30.272Z"""
"70","10434","Mortadela Master","Excelente opção para seu negócio, com ótimo custo-benefício.","Embalagem individual","2","false","active","[""/produtos/10434.jpg""]","""2025-10-30T17:26:58.630Z""","""2025-10-30T20:54:30.427Z"""
"71","10440","Sassami Premium","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Bandeja 500g","3","false","active","[""/produtos/10440.jpg""]","""2025-10-30T17:26:58.705Z""","""2025-10-30T20:54:30.584Z"""
"72","10445","Salsicha Premium","Excelente para revenda, com embalagem prática e durabilidade garantida.","Caixa com 5kg","3","false","active","[""/produtos/10445.jpg""]","""2025-10-30T17:26:58.780Z""","""2025-10-30T20:54:30.730Z"""
"73","10446-copiar","Blanquet Gold","Produto premium para clientes exigentes que buscam qualidade superior.","Caixa com 20 unidades","3","false","active","[""/produtos/10446 copiar.jpg""]","""2025-10-30T17:26:58.856Z""","""2025-10-30T20:54:30.877Z"""
"74","10446","Kafta Supreme","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Pacote 500g","2","false","active","[""/produtos/10446.jpg""]","""2025-10-30T17:26:58.930Z""","""2025-10-30T20:54:31.025Z"""
"75","10447","Coxa Premium","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Embalagem individual","2","false","active","[""/produtos/10447.jpg""]","""2025-10-30T17:26:59.007Z""","""2025-10-30T20:54:31.172Z"""
"76","10452","Salmão","Corte especial selecionado, ideal para pratos gourmet e receitas sofisticadas.","Pacote família 2kg","6","false","active","[""/produtos/10452.jpg""]","""2025-10-30T17:26:59.081Z""","""2025-10-30T20:54:31.318Z"""
"77","10463","Mortadela","Excelente para revenda, com embalagem prática e durabilidade garantida.","Embalagem individual","1","false","active","[""/produtos/10463.jpg""]","""2025-10-30T17:26:59.155Z""","""2025-10-30T20:54:31.463Z"""
"78","10468","Blanquet Supreme","Excelente para revenda, com embalagem prática e durabilidade garantida.","Pacote 500g","5","false","active","[""/produtos/10468.jpg""]","""2025-10-30T17:26:59.229Z""","""2025-10-30T20:54:31.608Z"""
"79","10486","Hambúrguer Premium","Excelente opção para seu negócio, com ótimo custo-benefício.","Pacote 500g","2","true","active","[""/produtos/10486.jpg""]","""2025-10-30T17:26:59.304Z""","""2025-10-30T20:54:31.754Z"""
"80","10511","Mortadela Select","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Pacote 500g","5","false","active","[""/produtos/10511.jpg""]","""2025-10-30T17:26:59.379Z""","""2025-10-30T20:54:31.903Z"""
"81","10512","File de Peixe Premium","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa com 20 unidades","2","false","active","[""/produtos/10512.jpg""]","""2025-10-30T17:26:59.455Z""","""2025-10-30T20:54:32.052Z"""
"82","10513","Maminha Prime","Opção versátil que combina com diversos tipos de preparo culinário.","Embalagem a vácuo 2kg","3","false","active","[""/produtos/10513.jpg""]","""2025-10-30T17:26:59.530Z""","""2025-10-30T20:54:32.204Z"""
"83","10516","Peito Master","Excelente para revenda, com embalagem prática e durabilidade garantida.","Bandeja 500g","6","false","active","[""/produtos/10516.jpg""]","""2025-10-30T17:26:59.605Z""","""2025-10-30T20:54:32.351Z"""
"84","10518","Queijo Prime","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Caixa com 5kg","1","true","active","[""/produtos/10518.jpg""]","""2025-10-30T17:26:59.680Z""","""2025-10-30T20:54:32.497Z"""
"85","10521","Mortadela","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Embalagem a vácuo 2kg","6","false","active","[""/produtos/10521.jpg""]","""2025-10-30T17:26:59.755Z""","""2025-10-30T20:54:32.642Z"""
"86","10525","Lula Especial","Opção versátil que combina com diversos tipos de preparo culinário.","Caixa master 15kg","5","false","active","[""/produtos/10525.jpg""]","""2025-10-30T17:26:59.829Z""","""2025-10-30T20:54:32.787Z"""
"87","10526","Espetinho Master","Opção versátil que combina com diversos tipos de preparo culinário.","Embalagem a vácuo 2kg","6","false","active","[""/produtos/10526.jpg""]","""2025-10-30T17:26:59.903Z""","""2025-10-30T20:54:32.934Z"""
"88","10527","Fraldinha Premium","Produto premium para clientes exigentes que buscam qualidade superior.","Bandeja 250g","6","false","active","[""/produtos/10527.jpg""]","""2025-10-30T17:26:59.977Z""","""2025-10-30T20:54:33.081Z"""
"89","10532","Picanha Gold","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa com 10kg","2","false","active","[""/produtos/10532.jpg""]","""2025-10-30T17:27:00.052Z""","""2025-10-30T20:54:33.227Z"""
"90","10533","Strogonoff Prime","Opção versátil que combina com diversos tipos de preparo culinário.","Caixa com 10kg","6","false","active","[""/produtos/10533.jpg""]","""2025-10-30T17:27:00.128Z""","""2025-10-30T20:54:33.374Z"""
"91","10534","Cupim Prime","Opção versátil que combina com diversos tipos de preparo culinário.","Embalagem individual","6","false","active","[""/produtos/10534.jpg""]","""2025-10-30T17:27:00.202Z""","""2025-10-30T20:54:33.519Z"""
"92","10535","Presunto Master","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Bandeja 1kg","2","false","active","[""/produtos/10535.jpg""]","""2025-10-30T17:27:00.277Z""","""2025-10-30T20:54:33.664Z"""
"93","10539","Filé Mignon Supreme","Excelente opção para seu negócio, com ótimo custo-benefício.","Embalagem a vácuo 2kg","3","false","active","[""/produtos/10539.jpg""]","""2025-10-30T17:27:00.352Z""","""2025-10-30T20:54:33.809Z"""
"94","10540","Filé Mignon","Produto premium para clientes exigentes que buscam qualidade superior.","Pacote 1kg","4","false","active","[""/produtos/10540.jpg""]","""2025-10-30T17:27:00.428Z""","""2025-10-30T20:54:33.954Z"""
"95","10551","File de Peixe Select","Opção versátil que combina com diversos tipos de preparo culinário.","Saco plástico 3kg","1","false","active","[""/produtos/10551.jpg""]","""2025-10-30T17:27:00.502Z""","""2025-10-30T20:54:34.100Z"""
"96","10556","Peito","Produto de origem controlada, garantindo máxima qualidade e procedência.","Pacote 500g","3","true","active","[""/produtos/10556.jpg""]","""2025-10-30T17:27:00.576Z""","""2025-10-30T20:54:34.246Z"""
"97","10559","Tilápia","Excelente opção para seu negócio, com ótimo custo-benefício.","Bandeja 250g","3","false","active","[""/produtos/10559.jpg""]","""2025-10-30T17:27:00.651Z""","""2025-10-30T20:54:34.393Z"""
"98","10565","Lombo Prime","Opção versátil que combina com diversos tipos de preparo culinário.","Bandeja 250g","3","false","active","[""/produtos/10565.jpg""]","""2025-10-30T17:27:00.726Z""","""2025-10-30T20:54:34.544Z"""
"99","10576","Strogonoff Supreme","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Pacote família 2kg","3","false","active","[""/produtos/10576.jpg""]","""2025-10-30T17:27:00.801Z""","""2025-10-30T20:55:27.613Z"""
"100","10577","Picanha Gold","Excelente para revenda, com embalagem prática e durabilidade garantida.","Unidade 1kg","3","false","active","[""/produtos/10577.jpg""]","""2025-10-30T17:27:00.875Z""","""2025-10-30T20:54:39.564Z"""
"101","10578","Salame Prime","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Caixa master 15kg","5","false","active","[""/produtos/10578.jpg""]","""2025-10-30T17:27:00.949Z""","""2025-10-30T20:54:34.837Z"""
"102","10579","Maminha Master","Produto premium para clientes exigentes que buscam qualidade superior.","Caixa master 15kg","1","false","active","[""/produtos/10579.jpg""]","""2025-10-30T17:27:01.024Z""","""2025-10-30T20:54:34.990Z"""
"103","10580","Peito Prime","Produto de origem controlada, garantindo máxima qualidade e procedência.","Pacote família 2kg","2","false","active","[""/produtos/10580.jpg""]","""2025-10-30T17:27:01.099Z""","""2025-10-30T20:54:35.150Z"""
"104","10581","Tilápia Especial","Excelente para revenda, com embalagem prática e durabilidade garantida.","Bandeja 1kg","5","false","active","[""/produtos/10581.jpg""]","""2025-10-30T17:27:01.176Z""","""2025-10-30T20:54:35.296Z"""
"105","10583","Fraldinha Select","Produto congelado de primeira linha, mantendo o sabor e textura originais.","Pacote 1kg","5","false","active","[""/produtos/10583.jpg""]","""2025-10-30T17:27:01.253Z""","""2025-10-30T20:54:35.461Z"""
"106","10584","Linguiça Gold","Produto de origem controlada, garantindo máxima qualidade e procedência.","Caixa master 15kg","5","false","active","[""/produtos/10584.jpg""]","""2025-10-30T17:27:01.328Z""","""2025-10-30T20:54:35.610Z"""
"107","10585","Cupim Gold","Produto premium para clientes exigentes que buscam qualidade superior.","Embalagem a vácuo 2kg","5","false","active","[""/produtos/10585.jpg""]","""2025-10-30T17:27:01.406Z""","""2025-10-30T20:54:35.756Z"""
"108","10586","Almôndega Premium","Opção versátil que combina com diversos tipos de preparo culinário.","Bandeja 1kg","4","false","active","[""/produtos/10586.jpg""]","""2025-10-30T17:27:01.481Z""","""2025-10-30T20:54:35.901Z"""
"109","10587","Lombo Select","Excelente para revenda, com embalagem prática e durabilidade garantida.","Pacote 500g","3","false","active","[""/produtos/10587.jpg""]","""2025-10-30T17:27:01.557Z""","""2025-10-30T20:54:36.056Z"""
"110","10588","Salame Master","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Caixa com 10kg","2","false","active","[""/produtos/10588.jpg""]","""2025-10-30T17:27:01.632Z""","""2025-10-30T20:54:36.203Z"""
"111","10589","Cupim Master","Produto de origem controlada, garantindo máxima qualidade e procedência.","Pacote 500g","3","false","active","[""/produtos/10589.jpg""]","""2025-10-30T17:27:01.707Z""","""2025-10-30T20:54:36.350Z"""
"112","10590","Linguiça","Produto de origem controlada, garantindo máxima qualidade e procedência.","Bandeja 250g","6","false","active","[""/produtos/10590.jpg""]","""2025-10-30T17:27:01.781Z""","""2025-10-30T20:54:36.495Z"""
"113","10591","Picanha","Produto de origem controlada, garantindo máxima qualidade e procedência.","Caixa master 15kg","5","false","active","[""/produtos/10591.jpg""]","""2025-10-30T17:27:01.855Z""","""2025-10-30T20:54:36.640Z"""
"114","10597","Almôndega Select","Produto premium para clientes exigentes que buscam qualidade superior.","Bandeja 500g","4","false","active","[""/produtos/10597.jpg""]","""2025-10-30T17:27:01.930Z""","""2025-10-30T20:54:36.795Z"""
"115","10598","Tempero","Corte premium selecionado, perfeito para restaurantes e distribuidores.","Caixa master 15kg","2","false","active","[""/produtos/10598.jpg""]","""2025-10-30T17:27:02.005Z""","""2025-10-30T20:54:36.940Z"""
"116","10602","Costela Select","Opção versátil que combina com diversos tipos de preparo culinário.","Caixa master 15kg","5","false","active","[""/produtos/10602.jpg""]","""2025-10-30T17:27:02.080Z""","""2025-10-30T20:54:37.085Z"""
"117","10603","Queijo Supreme","Excelente para revenda, com embalagem prática e durabilidade garantida.","Embalagem a vácuo 2kg","3","true","active","[""/produtos/10603.jpg""]","""2025-10-30T17:27:02.157Z""","""2025-10-30T20:54:37.231Z"""
"118","10604","Salsicha Gold","Produto refrigerado, pronto para preparo imediato em seu estabelecimento.","Unidade 1kg","3","false","active","[""/produtos/10604.jpg""]","""2025-10-30T17:27:02.232Z""","""2025-10-30T20:54:37.377Z"""
"119","10605","Espetinho","Excelente opção para seu negócio, com ótimo custo-benefício.","Bandeja 250g","5","false","active","[""/produtos/10605.jpg""]","""2025-10-30T17:27:02.307Z""","""2025-10-30T20:54:37.523Z"""
"120","10606","Filé Mignon Master","Excelente opção para seu negócio, com ótimo custo-benefício.","Unidade 1kg","5","false","active","[""/produtos/10606.jpg""]","""2025-10-30T17:27:02.383Z""","""2025-10-30T20:54:37.669Z"""
"121","10607","Alcatra Supreme","Excelente opção para seu negócio, com ótimo custo-benefício.","Pacote 500g","1","false","active","[""/produtos/10607.jpg""]","""2025-10-30T17:27:02.483Z""","""2025-10-30T20:54:37.816Z"""
